drug_name	active_ingredients
CHLOROPTIC-P S.O.P.	CHLORAMPHENICOL; PREDNISOLONE
PYOCIDIN	HYDROCORTISONE; POLYMYXIN B SULFATE
PROBAMPACIN	AMPICILLIN/AMPICILLIN TRIHYDRATE; PROBENECID
OTOBIONE	HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
TERRAMYCIN W/ POLYMYXIN	OXYTETRACYCLINE HYDROCHLORIDE; POLYMYXIN B SULFATE
RIFAMATE	ISONIAZID; RIFAMPIN
MYCO-TRIACET II	NYSTATIN; TRIAMCINOLONE ACETONIDE
BACITRACIN-NEOMYCIN-POLYMYXIN	BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
NYSTATIN AND TRIAMCINOLONE ACETONIDE	NYSTATIN; TRIAMCINOLONE ACETONIDE
OTOBIOTIC	HYDROCORTISONE; POLYMYXIN B SULFATE
MYKACET	NYSTATIN; TRIAMCINOLONE ACETONIDE
NEOMYCIN & POLYMYXIN B SULFATES & BACITRACIN ZINC & HYDROCORTISONE	BACITRACIN ZINC; HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
NEOMYCIN SULFATE AND POLYMYXIN B SULFATE GRAMICIDIN	GRAMICIDIN; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
BACITRACIN ZINC-NEOMYCIN SULFATE-POLYMYXIN B SULFATE	BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
ZINC BACITRACIN,NEOMYCIN SULFATE,POLYMYXIN B SULFATE & HYDROCORTISONE	BACITRACIN ZINC; HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
NEOMYCIN SULFATE-POLYMYXIN B SULFATE-HYDROCORTISONE	HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
OTICAIR	HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
DEXASPORIN	DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
NEOMYCIN AND POLYMYXIN B SULFATES AND HYDROCORTISONE	HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
OCUMYCIN	BACITRACIN ZINC; POLYMYXIN B SULFATE
NEOMYCIN SULFATE-DEXAMETHASONE SODIUM PHOSPHATE	DEXAMETHASONE SODIUM PHOSPHATE; NEOMYCIN SULFATE
DEXACIDIN	DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
NEOMYCIN SULFATE-TRIAMCINOLONE ACETONIDE	NEOMYCIN SULFATE; TRIAMCINOLONE ACETONIDE
NYSTATIN TRIAMCINOLONE ACETONIDE	NYSTATIN; TRIAMCINOLONE ACETONIDE
MYTREX F	NYSTATIN; TRIAMCINOLONE ACETONIDE
MYTREX A	NEOMYCIN SULFATE; TRIAMCINOLONE ACETONIDE
NYSTATIN-TRIAMCINOLONE ACETONIDE	NYSTATIN; TRIAMCINOLONE ACETONIDE
NEOMYCIN SULFATE, POLYMYXIN B SULFATE & HYDROCORTISONE	HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
NEOMYCIN AND POLYMYXIN B SULFATE	NEOMYCIN SULFATE; POLYMYXIN B SULFATE
NEOMYCIN AND POLYMYXIN B SULFATES AND DEXAMETHASONE	DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
ERYZOLE	ERYTHROMYCIN ETHYLSUCCINATE; SULFISOXAZOLE ACETYL
ERYTHROMYCIN ETHYLSUCCINATE AND SULFISOXAZOLE ACETYL	ERYTHROMYCIN ETHYLSUCCINATE; SULFISOXAZOLE ACETYL
NEOMYCIN AND POLYMYXIN B SULFATES AND GRAMICIDIN	GRAMICIDIN; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
PEDIOTIC	HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
BACITRACIN ZINC-POLYMYXIN B SULFATE	BACITRACIN ZINC; POLYMYXIN B SULFATE
BACITRACIN ZINC AND POLYMYXIN B SULFATE	BACITRACIN ZINC; POLYMYXIN B SULFATE
NEOMYCIN SULFATE AND DEXAMETHASONE SODIUM PHOSPHATE	DEXAMETHASONE SODIUM PHOSPHATE; NEOMYCIN SULFATE
NEOMYCIN AND POLYMYXIN B SULFATES, BACITRACIN ZINC AND HYDROCORTISONE	BACITRACIN ZINC; HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
TRIMETHOPRIM SULFATE AND POLYMYXIN B SULFATE	POLYMYXIN B SULFATE; TRIMETHOPRIM SULFATE
TOBRAMYCIN AND DEXAMETHASONE	DEXAMETHASONE; TOBRAMYCIN
AMOXICILLIN AND CLAVULANATE POTASSIUM	AMOXICILLIN; CLAVULANATE POTASSIUM
AMPICILLIN AND SULBACTAM	AMPICILLIN SODIUM; SULBACTAM SODIUM
ERYTHROMYCIN AND BENZOYL PEROXIDE	BENZOYL PEROXIDE; ERYTHROMYCIN
RIFAMPIN AND ISONIAZID	ISONIAZID; RIFAMPIN
PIPERACILLIN AND TAZOBACTAM	PIPERACILLIN SODIUM; TAZOBACTAM SODIUM
CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE	BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE
SULFAMETHOPRIM	SULFAMETHOXAZOLE; TRIMETHOPRIM
SULFAMETHOXAZOLE AND TRIMETHOPRIM SINGLE STRENGTH	SULFAMETHOXAZOLE; TRIMETHOPRIM
SULFAMETHOPRIM-DS	SULFAMETHOXAZOLE; TRIMETHOPRIM
COTRIM	SULFAMETHOXAZOLE; TRIMETHOPRIM
COTRIM D.S.	SULFAMETHOXAZOLE; TRIMETHOPRIM
SULMEPRIM	SULFAMETHOXAZOLE; TRIMETHOPRIM
SULMEPRIM PEDIATRIC	SULFAMETHOXAZOLE; TRIMETHOPRIM
SULFATRIM-SS	SULFAMETHOXAZOLE; TRIMETHOPRIM
SULFATRIM-DS	SULFAMETHOXAZOLE; TRIMETHOPRIM
PROPACET 100	ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE
PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN	ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE
METHYLDOPA AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; METHYLDOPA
PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
HYDRO-RIDE	AMILORIDE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE
METHYLDOPA AND CHLOROTHIAZIDE	CHLOROTHIAZIDE; METHYLDOPA
NORETHINDRONE AND ETHINYL ESTRADIOL	ETHINYL ESTRADIOL; NORETHINDRONE
NORETHINDRONE AND MESTRANOL	MESTRANOL; NORETHINDRONE
DISOBROM	DEXBROMPHENIRAMINE MALEATE; PSEUDOEPHEDRINE SULFATE
AMILORIDE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	AMILORIDE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
NORETHINDRONE AND ETHINYL ESTRADIOL (7/14)	ETHINYL ESTRADIOL; NORETHINDRONE
NORETHINDRONE AND ETHINYL ESTRADIOL (10/11)	ETHINYL ESTRADIOL; NORETHINDRONE
PROPRANOLOL HYDROCHLORIDE & HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
CLONIDINE HYDROCHLORIDE AND CHLORTHALIDONE	CHLORTHALIDONE; CLONIDINE HYDROCHLORIDE
BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE	BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE
TRIAMTERENE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; TRIAMTERENE
E-Z-EM PREP LYTE	POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
COLOVAGE	POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
CLORPRES	CHLORTHALIDONE; CLONIDINE HYDROCHLORIDE
NORETHIN 1/35E-21	ETHINYL ESTRADIOL; NORETHINDRONE
NORETHIN 1/35E-28	ETHINYL ESTRADIOL; NORETHINDRONE
NORETHIN 1/50M-21	MESTRANOL; NORETHINDRONE
NORETHIN 1/50M-28	MESTRANOL; NORETHINDRONE
N.E.E. 1/35 21	ETHINYL ESTRADIOL; NORETHINDRONE
N.E.E. 1/35 28	ETHINYL ESTRADIOL; NORETHINDRONE
NORCEPT-E 1/35 21	ETHINYL ESTRADIOL; NORETHINDRONE
NORCEPT-E 1/35 28	ETHINYL ESTRADIOL; NORETHINDRONE
FOAMCOAT	ALUMINUM HYDROXIDE; MAGNESIUM TRISILICATE
TRIPROLIDINE AND PSEUDOEPHEDRINE HYDROCHLORIDES	PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
UROPLUS SS	SULFAMETHOXAZOLE; TRIMETHOPRIM
UROPLUS DS	SULFAMETHOXAZOLE; TRIMETHOPRIM
FENTANYL CITRATE AND DROPERIDOL	DROPERIDOL; FENTANYL CITRATE
TRIMETH/SULFA	SULFAMETHOXAZOLE; TRIMETHOPRIM
ATENOLOL AND CHLORTHALIDONE	ATENOLOL; CHLORTHALIDONE
GLYCOPREP	POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
FOAMICON	ALUMINUM HYDROXIDE; MAGNESIUM TRISILICATE
NORTREL 0.5/35-21	ETHINYL ESTRADIOL; NORETHINDRONE
NORTREL 1/35-21	ETHINYL ESTRADIOL; NORETHINDRONE
GENCEPT 10/11-21	ETHINYL ESTRADIOL; NORETHINDRONE
NORTREL 0.5/35-28	ETHINYL ESTRADIOL; NORETHINDRONE
NORTREL 1/35-28	ETHINYL ESTRADIOL; NORETHINDRONE
GENCEPT 10/11-28	ETHINYL ESTRADIOL; NORETHINDRONE
ZOVIA 1/35E-21	ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE
ZOVIA 1/35E-28	ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE
ZOVIA 1/50E-21	ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE
ZOVIA 1/50E-28	ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE
PEG-LYTE	POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
CARBIDOPA AND LEVODOPA	CARBIDOPA; LEVODOPA
CO-LAV	POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
GO-EVAC	POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
LEVORA 0.15/30-21	ETHINYL ESTRADIOL; LEVONORGESTREL
LEVORA 0.15/30-28	ETHINYL ESTRADIOL; LEVONORGESTREL
MENOTROPINS	MENOTROPINS (FSH;LH)
SULFACETAMIDE SODIUM AND PREDNISOLONE SODIUM PHOSPHATE	PREDNISOLONE SODIUM PHOSPHATE; SULFACETAMIDE SODIUM
BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE	ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE
SULSTER	PREDNISOLONE SODIUM PHOSPHATE; SULFACETAMIDE SODIUM
TRIVORA-21	ETHINYL ESTRADIOL; LEVONORGESTREL
TRIVORA-28	ETHINYL ESTRADIOL; LEVONORGESTREL
IBUPROHM COLD AND SINUS	IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE
ORPHENADRINE CITRATE, ASPIRIN, AND CAFFEINE	ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE
ACETAMINOPHEN AND PENTAZOCINE HYDROCHLORIDE	ACETAMINOPHEN; PENTAZOCINE HYDROCHLORIDE
NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE	NALOXONE HYDROCHLORIDE; PENTAZOCINE HYDROCHLORIDE
CAPTOPRIL AND HYDROCHLOROTHIAZIDE	CAPTOPRIL; HYDROCHLOROTHIAZIDE
INVAGESIC	ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE
INVAGESIC FORTE	ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE
PHRENILIN WITH CAFFEINE AND CODEINE	ACETAMINOPHEN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE
CODAMINE	HYDROCODONE BITARTRATE; PHENYLPROPANOLAMINE HYDROCHLORIDE
ORPHENGESIC	ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE
ORPHENGESIC FORTE	ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE
DESOGESTREL AND ETHINYL ESTRADIOL	DESOGESTREL; ETHINYL ESTRADIOL
LOW-OGESTREL-21	ETHINYL ESTRADIOL; NORGESTREL
LOW-OGESTREL-28	ETHINYL ESTRADIOL; NORGESTREL
CARDIOPLEGIC IN PLASTIC CONTAINER	CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
OGESTREL 0.5/50-21	ETHINYL ESTRADIOL; NORGESTREL
OGESTREL 0.5/50-28	ETHINYL ESTRADIOL; NORGESTREL
BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE	BISOPROLOL FUMARATE; HYDROCHLOROTHIAZIDE
NORTREL 7/7/7	ETHINYL ESTRADIOL; NORETHINDRONE
CLOTRIMAZOLE AND BETAMETHASONE DIPROPIONATE	BETAMETHASONE DIPROPIONATE; CLOTRIMAZOLE
BALANCED SALT	CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE
MICROGESTIN FE 1.5/30	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
MICROGESTIN 1.5/30	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
IBUPROFEN AND PSEUDOEPHEDRINE HYDROCHLORIDE	IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE
BUTALBITAL, ACETAMINOPHEN, CAFFEINE AND CODEINE PHOSPHATE	ACETAMINOPHEN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE
ENALAPRIL MALEATE AND HYDROCHLOROTHIAZIDE	ENALAPRIL MALEATE; HYDROCHLOROTHIAZIDE
MICROGESTIN FE 1/20	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
MICROGESTIN 1/20	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
LORATADINE AND PSEUDOEPHEDRINE SULFATE	LORATADINE; PSEUDOEPHEDRINE SULFATE
LISINOPRIL AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; LISINOPRIL
ACETAMINOPHEN, ASPIRIN AND CAFFEINE	ACETAMINOPHEN; ASPIRIN; CAFFEINE
AVIANE-28	ETHINYL ESTRADIOL; LEVONORGESTREL
AVIANE-21	ETHINYL ESTRADIOL; LEVONORGESTREL
LESSINA-21	ETHINYL ESTRADIOL; LEVONORGESTREL
LESSINA-28	ETHINYL ESTRADIOL; LEVONORGESTREL
SPRINTEC	ETHINYL ESTRADIOL; NORGESTIMATE
TRI-SPRINTEC	ETHINYL ESTRADIOL; NORGESTIMATE
ENPRESSE-21	ETHINYL ESTRADIOL; LEVONORGESTREL
ENPRESSE-28	ETHINYL ESTRADIOL; LEVONORGESTREL
CRYSELLE	ETHINYL ESTRADIOL; NORGESTREL
LEVONORGESTREL AND ETHINYL ESTRADIOL	ETHINYL ESTRADIOL; LEVONORGESTREL
KARIVA	DESOGESTREL; ETHINYL ESTRADIOL
PORTIA-21	ETHINYL ESTRADIOL; LEVONORGESTREL
PORTIA-28	ETHINYL ESTRADIOL; LEVONORGESTREL
IFOSFAMIDE/MESNA KIT	IFOSFAMIDE; MESNA
HYDROCODONE BITARTRATE AND IBUPROFEN	HYDROCODONE BITARTRATE; IBUPROFEN
LOPERAMIDE HYDROCHLORIDE AND SIMETHICONE	LOPERAMIDE HYDROCHLORIDE; SIMETHICONE
JUNEL FE 1.5/30	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
JUNEL FE 1/20	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
TRI-LEGEST FE	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
BALZIVA-21	ETHINYL ESTRADIOL; NORETHINDRONE
NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
FEXOFENADINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE	FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE
BALZIVA-28	ETHINYL ESTRADIOL; NORETHINDRONE
LIDOCAINE AND PRILOCAINE	LIDOCAINE; PRILOCAINE
PREVIFEM	ETHINYL ESTRADIOL; NORGESTIMATE
TRI-PREVIFEM	ETHINYL ESTRADIOL; NORGESTIMATE
CYCLAFEM 1/35	ETHINYL ESTRADIOL; NORETHINDRONE
CYCLAFEM 7/7/7	ETHINYL ESTRADIOL; NORETHINDRONE
BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
GLYBURIDE AND METFORMIN HYDROCHLORIDE	GLYBURIDE; METFORMIN HYDROCHLORIDE
QUINARETIC	HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE
JUNEL 1/20	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
JUNEL 1.5/30	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
TRI-LEGEST 21	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
DARVOCET A500	ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE
VELIVET	DESOGESTREL; ETHINYL ESTRADIOL
DESOGESTREL; ETHINYL	DESOGESTREL; ETHINYL ESTRADIOL
TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN	ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE
TRILYTE	POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE
NAPROXEN SODIUM AND PSEUDOEPHEDRINE HYDROCHLORIDE	NAPROXEN SODIUM; PSEUDOEPHEDRINE HYDROCHLORIDE
BUTALBITAL; ACETAMINOPHEN; CAFFEINE; CODEINE	BUTALBITAL; ACETAMINOPHEN; CAFFEINE; CODEINE PHOSPHATE
DEXTROAMP SACCHARATE,AMP ASPARTATE,DEXTROAMP SULFATE AND AMP SULFATE	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE
FEXOFENADINE HCL; PSEUDOEPHEDRINE HCL	FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE
FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE	FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE
NORGESTIMATE AND ETHINYL ESTRADIOL	ETHINYL ESTRADIOL; NORGESTIMATE
REPREXAIN	HYDROCODONE BITARTRATE; IBUPROFEN
CARBILEV	CARBIDOPA; LEVODOPA
NITROFURANTOIN (MONOHYDRATE/MACROCRYSTALS)	NITROFURANTOIN; NITROFURANTOIN, MACROCRYSTALLINE
EMOQUETTE	DESOGESTREL; ETHINYL ESTRADIOL
KIMIDESS	DESOGESTREL; ETHINYL ESTRADIOL
PARCOPA	CARBIDOPA; LEVODOPA
ALBUTEROL SULFATE AND IPRATROPIUM BROMIDE	ALBUTEROL SULFATE; IPRATROPIUM BROMIDE
ALBUTEROL SULFATE; IPRATROPIUM BROMIDE	ALBUTEROL SULFATE; IPRATROPIUM BROMIDE
ARANELLE	NORETHINDRONE; ETHINYL ESTRADIOL
TRI LO SPRINTEC	ETHINYL ESTRADIOL; NORGESTIMATE
KELNOR	ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE
METOPROLOL TARTRATE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; METOPROLOL TARTRATE
ESTRADIOL AND NORGESTIMATE	ESTRADIOL; NORGESTIMATE
MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; MOEXIPRIL HYDROCHLORIDE
GILDESS FE 1.5/30	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
GILDESS 1.5/30	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
GILDESS FE 1/20	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
GILDESS 1/20	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE
ORSYTHIA	ETHINYL ESTRADIOL; LEVONORGESTREL
QUASENSE	ETHINYL ESTRADIOL; LEVONORGESTREL
LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM
CETIRIZINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE	CETIRIZINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE
DESOGESTREL; ETHINYL ESTRADIOL	DESOGESTREL; ETHINYL ESTRADIOL
GLIPIZIDE AND METFORMIN HYDROCHLORIDE	GLIPIZIDE; METFORMIN HYDROCHLORIDE
TUSSICAPS	CHLORPHENIRAMINE POLISTIREX; HYDROCODONE POLISTIREX
ROSIGLITAZONE MALEATE AND METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE; ROSIGLITAZONE MALEATE
FAMOTIDINE, CALCIUM CARBONATE, AND MAGNESIUM HYDROXIDE	CALCIUM CARBONATE; FAMOTIDINE; MAGNESIUM HYDROXIDE
IRBESARTAN AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; IRBESARTAN
CIPROFLOXACIN EXTENDED RELEASE	CIPROFLOXACIN; CIPROFLOXACIN HYDROCHLORIDE
MYZILRA	ETHINYL ESTRADIOL; LEVONORGESTREL
DROSPIRENONE AND ETHINYL ESTRADIOL	DROSPIRENONE; ETHINYL ESTRADIOL
OLANZAPINE AND FLUOXETINE HYDROCHLORIDE	FLUOXETINE HYDROCHLORIDE; OLANZAPINE
NADOLOL AND BENDROFLUMETHIAZIDE	BENDROFLUMETHIAZIDE; NADOLOL
DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL MALEATE	DORZOLAMIDE HYDROCHLORIDE; TIMOLOL MALEATE
FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE	FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE
VALSARTAN AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; VALSARTAN
BUTALBITAL, ASPIRIN AND CAFFEINE	ASPIRIN; BUTALBITAL; CAFFEINE
NAPHAZOLINE HYDROCHLORIDE AND PHENIRAMINE MALEATE	NAPHAZOLINE HYDROCHLORIDE; PHENIRAMINE MALEATE
NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
OXYCODONE HYDROCHLORIDE AND IBUPROFEN	IBUPROFEN; OXYCODONE HYDROCHLORIDE
ESTRADIOL AND NORETHINDRONE ACETATE	ESTRADIOL; NORETHINDRONE ACETATE
DESLORATADINE AND PSEUDOEPHEDRINE SULFATE 24 HOUR	DESLORATADINE; PSEUDOEPHEDRINE SULFATE
GILDAGIA	ETHINYL ESTRADIOL; NORETHINDRONE
POTASSIUM CHLORIDE 0.149% IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER	POTASSIUM CHLORIDE; SODIUM CHLORIDE
AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE	AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE
DEXBROMPHENIRAMINE MALEATE AND PSEUDOEPHEDRINE SULFATE	DEXBROMPHENIRAMINE MALEATE; PSEUDOEPHEDRINE SULFATE
ROSIGLITAZONE MALEATE AND GLIMEPIRIDE	GLIMEPIRIDE; ROSIGLITAZONE MALEATE
ASPIRIN AND DIPYRIDAMOLE	ASPIRIN; DIPYRIDAMOLE
OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL
LEVONORGESTREL AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL	ETHINYL ESTRADIOL; LEVONORGESTREL
PRILOCAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE	EPINEPHRINE BITARTRATE; PRILOCAINE HYDROCHLORIDE
OMEPRAZOLE AND SODIUM BICARBONATE	OMEPRAZOLE; SODIUM BICARBONATE
INTROVALE	ETHINYL ESTRADIOL; LEVONORGESTREL
LOPINAVIR; RITONAVIR	LOPINAVIR;RITONAVIR
CARBIDOPA, LEVODOPA AND ENTACAPONE	CARBIDOPA; ENTACAPONE; LEVODOPA
ALTAVERA	ETHINYL ESTRADIOL; LEVONORGESTREL
IBUPROFEN AND DIPHENHYDRAMINE CITRATE	DIPHENHYDRAMINE CITRATE; IBUPROFEN
TRANDOLAPRIL AND VERAPAMIL HYDROCHLORIDE	TRANDOLAPRIL; VERAPAMIL HYDROCHLORIDE
ARTICAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE	ARTICAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE
LORYNA	DROSPIRENONE; ETHINYL ESTRADIOL
LAX-LYTE WITH FLAVOR PACKS	POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE
ABACAVIR SULFATE AND LAMIVUDINE	ABACAVIR SULFATE; LAMIVUDINE
MONOBASIC SODIUM PHOSPHATE AND DIBASIC SODIUM PHOSPHATE	SODIUM PHOSPHATE, DIBASIC, ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE
SULFOSE	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
PROPOXYPHENE COMPOUND 65	ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE
NEOPASALATE	AMINOSALICYLATE SODIUM; AMINOSALICYLIC ACID
SULFA-TRIPLE #2	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
TRIPLE SULFA	TRIPLE SULFA (SULFABENZAMIDE;SULFACETAMIDE;SULFATHIAZOLE)
